,director_name,num_critic_for_reviews,duration,gross,genres,movie_title,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
754,Lee Tamahori,77,101,26082914,Action,xXx: State of the Union ,51349,993,213,English,USA,PG-13,8.70E+07,2005,4.3,2.35,0
755,Scott Stewart,225,87,29136626,Action,Priest ,97089,1417,233,English,USA,PG-13,6.00E+07,2011,5.7,2.35,20000
756,Patrick Gilmore,98,85,26288320,Adventure,Sinbad: Legend of the Seven Seas ,36144,11301,91,English,USA,PG,6.00E+07,2003,6.7,1.66,880
757,Paul W.S. Anderson,172,130,26616590,Horror,Event Horizon ,120416,2525,857,English,UK,R,6.00E+07,1997,6.7,2.35,10000
758,Joss Whedon,703,173,623279547,Action,The Avengers ,995415,87697,1722,English,USA,PG-13,2.20E+08,2012,8.1,1.85,123000
759,Tom Shadyac,117,104,30063805,Drama,Dragonfly ,31788,2109,243,English,USA,PG-13,6.00E+07,2002,6.1,2.35,0
760,Brian De Palma,240,121,22518325,Crime,The Black Dahlia ,63363,22833,644,English,Germany,R,5.00E+07,2006,5.6,2.35,0
761,Tony Bill,123,140,13082288,Action,Flyboys ,35565,12634,247,English,UK,PG-13,6.00E+07,2006,6.6,2.35,2000
762,Rod Lurie,110,131,18208078,Action,The Last Castle ,57100,3012,281,English,USA,R,6.00E+07,2001,6.9,2.35,0
763,Walter Hill,100,91,14218868,Horror,Supernova ,14596,1262,282,English,USA,PG-13,6.50E+07,2000,4.8,2.35,589
764,Akiva Goldsman,189,118,22451,Drama,Winter's Tale ,41288,22447,126,English,USA,PG-13,6.00E+07,2014,6.2,2.35,17000
765,Harald Zwart,212,130,31165421,Fantasy,The Mortal Instruments: City of Bones ,107028,10247,457,English,USA,PG-13,6.00E+07,2013,6,2.35,44000
766,Brian Robbins,127,90,11802056,Adventure,Meet Dave ,31640,1865,109,English,USA,PG,6.00E+07,2008,4.9,1.85,791
767,Walter Salles,196,103,25472967,Drama,Dark Water ,44966,1467,411,English,USA,PG-13,3.00E+07,2005,5.6,2.35,0
768,Ron Howard,115,122,22362500,Comedy,Edtv ,35599,15275,195,English,USA,PG-13,5.50E+07,1999,6.1,1.85,641
769,Iain Softley,161,106,17281832,Adventure,Inkheart ,60232,5329,110,English,Germany,PG,6.00E+07,2008,6.1,2.35,0
770,Frank Miller,223,103,19781879,Action,The Spirit ,53864,20881,290,English,USA,PG-13,6.00E+07,2008,4.8,2.35,2000
771,David Koepp,181,107,7605668,Action,Mortdecai ,47320,42683,188,English,UK,R,6.00E+07,2015,5.5,2.35,12000
772,Uwe Boll,140,156,4535117,Action,In the Name of the King: A Dungeon Siege Tale ,38398,26564,368,English,Germany,PG-13,6.00E+07,2007,3.8,2.35,0
773,Martin Campbell,54,127,4426297,Adventure,Beyond Borders ,22570,12947,156,English,USA,R,3.50E+07,2003,6.5,2.35,0
774,John Dahl,81,132,10166502,Action,The Great Raid ,18209,12133,183,Filipino,USA,R,8.00E+07,2005,6.7,2.35,0
775,Tim Miller,579,108,363024263,Action,Deadpool ,479047,18239,1058,English,USA,R,5.80E+07,2016,8.1,2.35,117000
776,Stephen Herek,56,114,12065985,Comedy,Holy Man ,16260,2367,88,English,USA,PG,6.00E+07,1998,4.9,2.35,296
777,Clint Eastwood,490,133,350123553,Action,American Sniper ,325264,16277,916,English,USA,R,58800000,2014,7.3,2.35,112000
778,Rob Letterman,218,103,80021740,Adventure,Goosebumps ,47968,5497,154,English,USA,PG,5.80E+07,2015,6.4,2.35,35000
779,Mark Waters,142,95,48291624,Comedy,Just Like Heaven ,82819,2876,263,English,USA,PG-13,5.80E+07,2005,6.7,1.85,0
780,Brian Levant,57,90,35231365,Comedy,The Flintstones in Viva Rock Vegas ,15517,6299,85,English,USA,PG,6.00E+07,2000,3.6,1.85,500
781,Peter MacDonald,84,87,53715611,Action,Rambo III ,92106,14574,171,English,USA,R,6.30E+07,1988,5.7,2.35,2000
782,George Clooney,186,114,31199215,Comedy,Leatherheads ,27664,589,120,English,USA,PG-13,5.80E+07,2008,6,1.85,472
783,Marc Lawrence,133,103,29580087,Comedy,Did You Hear About the Morgans? ,29523,3150,121,English,USA,PG-13,5.80E+07,2009,4.7,2.35,0
784,Shawn Levy,246,125,44665963,Comedy,The Internship ,159931,5081,281,English,USA,PG-13,5.80E+07,2013,6.3,2.35,22000
785,Paul W.S. Anderson,253,97,60128566,Action,Resident Evil: Afterlife ,131447,16098,410,English,Germany,R,6.00E+07,2010,5.9,2.35,19000
786,Anthony Hemingway,144,125,49875589,Action,Red Tails ,28807,4416,273,English,USA,PG-13,5.80E+07,2012,5.9,2.35,0
787,Taylor Hackford,117,136,60984028,Drama,The Devil's Advocate ,259519,45271,431,English,USA,R,5.70E+07,1997,7.5,2.35,11000
788,Sean Anders,157,116,36931089,Comedy,That's My Boy ,70681,16484,198,English,USA,R,7.00E+07,2012,5.6,2.35,12000
789,Rob Cohen,60,103,51317350,Action,DragonHeart ,78343,2710,139,English,USA,PG-13,5.70E+07,1996,6.4,2.35,0
790,Brett Ratner,117,97,28328132,Action,After the Sunset ,38298,9814,147,English,USA,PG-13,5.80E+07,2004,6.3,2.35,782
791,Mark Neveldine,287,96,51774002,Action,Ghost Rider: Spirit of Vengeance ,87745,16121,331,English,USA,PG-13,5.70E+07,2011,4.3,2.35,18000
792,John Madden,96,131,25528495,Drama,Captain Corelli's Mandolin ,28099,23325,220,English,UK,R,5.70E+07,2001,5.9,2.35,0
793,Adam Shankman,125,95,113006880,Action,The Pacifier ,66308,16884,225,English,Canada,PG,5.60E+07,2005,5.5,2.35,0
794,Kevin Bray,117,86,45860039,Action,Walking Tall ,53118,14146,221,English,USA,PG-13,5.60E+07,2004,6.2,2.35,0
795,Robert Zemeckis,149,142,329691196,Comedy,Forrest Gump ,1251222,15700,1398,English,USA,PG-13,5.50E+07,1994,8.8,2.35,59000
796,Tim Hill,131,92,217326336,Animation,Alvin and the Chipmunks ,57276,2847,146,English,USA,PG,6.00E+07,2007,5.2,1.85,0
797,Jay Roach,150,108,166225040,Comedy,Meet the Parents ,260442,24286,507,English,USA,PG-13,5.50E+07,2000,7,1.85,0
798,Mike Gabriel,92,84,141600000,Adventure,Pocahontas ,119675,26754,216,English,USA,G,5.50E+07,1995,6.6,1.78,0
799,Richard Donner,169,188,134218018,Action,Superman ,126357,12940,497,English,USA,PG,5.50E+07,1978,7.3,2.35,0
800,Tom Shadyac,57,95,128769345,Comedy,The Nutty Professor ,86556,3155,99,English,USA,PG-13,5.40E+07,1996,5.6,1.85,960
801,Andy Tennant,171,118,177575142,Comedy,Hitch ,244840,13426,372,English,USA,PG-13,7.00E+07,2005,6.6,2.35,0
802,Sam Weisman,53,92,105263257,Action,George of the Jungle ,56168,4518,103,English,USA,PG,5.50E+07,1997,5.4,1.85,5000
803,Jesse Dylan,153,74,104354205,Comedy,American Wedding ,162331,5713,332,English,USA,R,5.50E+07,2003,6.3,2.35,0
804,Paul Greengrass,491,134,107100855,Biography,Captain Phillips ,323353,16281,527,English,USA,PG-13,5.50E+07,2013,7.9,2.35,65000
805,Shawn Levy,247,101,98711404,Comedy,Date Night ,127571,39822,207,English,USA,PG-13,5.50E+07,2010,6.3,2.35,0
806,Brad Silberling,26,100,100328194,Comedy,Casper ,85903,2638,92,English,USA,PG,5.00E+07,1995,6,1.85,0
807,Antoine Fuqua,292,132,101530738,Action,The Equalizer ,229574,37605,436,English,USA,R,5.50E+07,2014,7.2,2.35,56000
808,Wayne Wang,114,105,93815117,Comedy,Maid in Manhattan ,68417,7184,242,English,USA,PG-13,5.50E+07,2002,5.1,2.35,0
809,Tony Scott,82,123,91400000,Action,Crimson Tide ,81026,30132,194,English,USA,R,5.30E+07,1995,7.3,2.35,0
810,Gabriele Muccino,201,117,162586036,Biography,The Pursuit of Happyness ,338383,11036,611,English,USA,PG-13,5.50E+07,2006,8,2.35,32000
811,Robert Schwentke,231,98,89706988,Drama,Flightplan ,126746,2287,600,English,USA,PG-13,5.50E+07,2005,6.2,2.35,0
812,Barry Levinson,55,128,8.30E+07,Drama,Disclosure ,36587,3888,95,English,USA,R,5.50E+07,1994,6,2.35,0
813,Brad Silberling,110,114,78745923,Drama,City of Angels ,94407,13905,322,English,Germany,PG-13,5.50E+07,1998,6.7,2.35,0
814,Quentin Tarantino,354,111,70098138,Action,Kill Bill: Vol. 1 ,735784,3983,2105,English,USA,R,3.00E+07,2003,8.1,2.35,13000
815,Frank Oz,140,85,66365290,Comedy,Bowfinger ,56874,22458,358,English,USA,PG-13,5.50E+07,1999,6.4,1.37,0
816,Quentin Tarantino,304,137,66207920,Action,Kill Bill: Vol. 2 ,512749,1959,935,English,USA,R,3.00E+07,2004,8,2.35,0
817,Andrey Konchalovskiy,45,97,63408614,Action,Tango & Cash ,75365,14432,149,English,USA,R,5.50E+07,1989,6.3,2.35,0
818,Robert Zemeckis,49,104,58422650,Comedy,Death Becomes Her ,78974,25599,173,English,USA,PG-13,5.50E+07,1992,6.4,1.85,8000
819,Tom Dey,146,110,56932305,Action,Shanghai Noon ,96690,939,293,English,USA,PG-13,5.50E+07,2000,6.6,2.35,0
820,Stuart Baird,60,133,68750000,Action,Executive Decision ,40858,2916,144,English,USA,R,5.50E+07,1996,6.4,2.35,0
821,Mark Waters,189,94,68218041,Comedy,Mr. Popper's Penguins ,67191,2820,108,English,USA,PG,5.50E+07,2011,6,1.85,14000
822,Rob Minkoff,206,104,25040293,Action,The Forbidden Kingdom ,88049,7247,279,English,USA,PG-13,5.50E+07,2008,6.6,2.35,0
823,Jimmy Hayward,118,91,55747724,Adventure,Free Birds ,18042,3104,73,English,USA,PG,5.50E+07,2013,5.9,1.85,0
824,David Fincher,210,145,55473600,Action,Alien 3 ,207686,1543,776,English,USA,R,5.00E+07,1992,6.4,2.35,0
825,Alan Parker,76,135,49994804,Biography,Evita ,29205,164,194,English,USA,PG,5.50E+07,1996,6.3,2.35,0
826,John Frankenheimer,149,122,41609593,Action,Ronin ,145422,24270,572,English,UK,R,5.50E+07,1998,7.3,2.35,0
827,Stephen Hopkins,62,110,38553833,Adventure,The Ghost and the Darkness ,46239,1752,155,English,USA,R,5.50E+07,1996,6.8,2.35,0
828,Paul King,224,95,76137505,Animation,Paddington ,49207,3697,174,English,UK,PG,5.50E+07,2014,7.2,2.35,30000
829,Akiva Schaffer,265,102,34350553,Action,The Watch ,104066,2488,207,English,USA,R,6.80E+07,2012,5.7,2.35,15000
830,William Friedkin,135,94,34238611,Action,The Hunted ,35830,2248,321,English,USA,R,5.50E+07,2003,6,1.85,0
831,Jon Turteltaub,100,126,34098563,Drama,Instinct ,27191,13406,232,English,USA,R,5.50E+07,1999,6.5,2.35,0
832,Bobby Farrelly,123,118,33828318,Comedy,Stuck on You ,44453,14036,154,English,USA,PG-13,5.50E+07,2003,5.8,2.35,0
833,Kent Alterman,164,99,33472850,Comedy,Semi-Pro ,67005,10026,119,English,USA,R,5.50E+07,2008,5.8,2.35,0
834,Peter Lord,238,88,31051126,Adventure,The Pirates! Band of Misfits ,36877,6254,101,English,UK,PG,5.50E+07,2012,6.7,2.35,0
835,Clint Eastwood,264,141,35707327,Crime,Changeling ,199056,12840,387,English,USA,R,5.50E+07,2008,7.8,2.35,14000
836,Andrew Davis,47,107,20550712,Action,Chain Reaction ,40346,31014,95,English,USA,PG-13,5.00E+07,1996,5.6,1.85,1000
837,Tony Scott,50,116,18573791,Action,The Fan ,38533,24618,89,English,USA,R,5.50E+07,1996,5.8,2.35,0
838,Joel Schumacher,153,143,51225796,Drama,The Phantom of the Opera ,96654,20660,2047,English,UK,PG-13,7.00E+07,2004,7.4,2.35,0
839,Shekhar Kapur,202,114,16264475,Biography,Elizabeth: The Golden Age ,54787,16899,216,English,UK,PG-13,5.50E+07,2007,6.9,1.85,0
840,Karyn Kusama,178,93,25857987,Action,Æon Flux ,110614,10185,532,English,USA,PG-13,6.20E+07,2005,5.5,2.35,0
841,Ron Maxwell,84,280,12870569,Drama,Gods and Generals ,13215,1671,497,English,USA,PG-13,5.60E+07,2003,6.3,2.35,953
842,Robert Butler,44,100,11466088,Action,Turbulence ,8983,3952,84,English,USA,R,7.10E+07,1997,4.7,2.35,316
843,Karey Kirkpatrick,93,107,16088610,Comedy,Imagine That ,10417,3742,39,English,USA,PG,5.50E+07,2009,5.6,2.35,610
844,James Bobin,277,119,51178893,Adventure,Muppets Most Wanted ,24285,6089,110,English,USA,PG,5.00E+07,2014,6.4,1.85,10000
845,Jonathan Frakes,76,95,6768055,Action,Thunderbirds ,11148,2260,229,English,UK,PG,5.70E+07,2004,4.2,1.85,437
846,Steve Antin,197,119,39440655,Drama,Burlesque ,61680,4315,222,English,USA,PG-13,5.50E+07,2010,6.4,2.35,19000
847,Jean-Pierre Jeunet,186,133,6167817,Drama,A Very Long Engagement ,62607,405,239,French,France,R,4.70E+07,2004,7.7,2.35,0
848,Guillermo del Toro,224,117,81645152,Action,Blade II ,158267,15371,559,English,USA,R,5.40E+07,2002,6.7,1.85,0
849,Gabriele Muccino,202,123,69951824,Drama,Seven Pounds ,232710,14727,599,English,USA,PG-13,5.50E+07,2008,7.7,2.35,26000
850,Walter Hill,279,92,9483821,Action,Bullet to the Head ,39247,25418,131,English,USA,R,5.50E+07,2012,5.7,1.85,10000
851,Francis Ford Coppola,110,170,66676062,Crime,The Godfather: Part III ,267980,16949,545,English,USA,R,5.40E+07,1990,7.6,1.85,0
852,Cameron Crowe,190,123,26838389,Comedy,Elizabethtown ,58658,12700,495,English,USA,PG-13,5.70E+07,2005,6.4,1.85,0
853,Anthony Russo,136,110,75604320,Comedy,"You, Me and Dupree ",68417,847,195,English,USA,PG-13,5.40E+07,2006,5.6,1.85,0
854,Richard Lester,121,116,108200000,Action,Superman II ,76331,2908,269,English,USA,PG,5.40E+07,1980,6.8,2.35,0
855,Martin Brest,131,121,5660084,Comedy,Gigli ,41620,286,418,English,USA,R,5.40E+07,2003,2.4,2.35,2000
856,Steven Zaillian,127,128,7221458,Drama,All the King's Men ,20740,27614,178,English,Germany,PG-13,5.50E+07,2006,6.2,1.85,0
857,John Singleton,160,99,70327868,Action,Shaft ,58416,26527,301,English,Germany,R,4.60E+07,2000,5.9,2.35,0
858,Don Bluth,78,94,58297830,Adventure,Anastasia ,86347,6017,191,English,USA,G,5.00E+07,1997,7.1,2.35,0
859,Baz Luhrmann,209,127,57386369,Drama,Moulin Rouge! ,224013,2601,2319,English,USA,PG-13,52500000,2001,7.6,2.35,10000
860,Harold Becker,98,89,45207112,Crime,Domestic Disturbance ,21283,13390,190,English,USA,PG-13,5.30E+07,2001,5.5,2.35,361
861,Scott Cooper,391,123,62563543,Biography,Black Mass ,115216,63769,289,English,USA,R,5.30E+07,2015,7,2.35,44000
862,Clint Eastwood,279,135,33574332,Drama,Flags of Our Fathers ,101221,24468,415,English,USA,R,9.00E+07,2006,7.1,2.35,0
863,F. Gary Gray,216,118,73343413,Crime,Law Abiding Citizen ,217480,22517,429,English,USA,R,5.00E+07,2009,7.4,2.35,21000
864,Robert Rodriguez,250,189,25031037,Action,Grindhouse ,155496,22186,532,English,USA,R,5.30E+07,2007,7.6,2.35,0
865,Jonathan Demme,78,172,22843047,Drama,Beloved ,6082,2397,207,English,USA,R,5.50E+07,1998,5.9,1.85,853
866,Curtis Hanson,106,124,5755286,Drama,Lucky You ,18310,26334,63,English,USA,PG-13,5.50E+07,2007,5.9,2.35,672
867,Steven Spielberg,194,141,164435221,Biography,Catch Me If You Can ,525801,48153,667,English,USA,PG-13,5.20E+07,2002,8,1.85,15000
868,Kathryn Bigelow,558,157,95720716,Drama,Zero Dark Thirty ,216032,2759,640,English,USA,R,4.00E+07,2012,7.4,1.85,39000
869,Peyton Reed,183,106,118683135,Comedy,The Break-Up ,102167,8315,483,English,USA,PG-13,5.20E+07,2006,5.8,1.85,0
870,Phyllida Lloyd,238,108,143704210,Comedy,Mamma Mia! ,145974,26002,611,English,USA,PG-13,5.20E+07,2008,6.3,2.35,10000
871,Garry Marshall,186,125,110476776,Comedy,Valentine's Day ,95437,45696,211,English,USA,PG-13,5.20E+07,2010,5.7,1.85,9000
872,Jay Chandrasekhar,144,107,80270227,Action,The Dukes of Hazzard ,66382,2297,612,English,USA,PG-13,5.00E+07,2005,5.1,2.35,0
873,Terrence Malick,156,215,36385763,Drama,The Thin Red Line ,138941,1937,1448,English,USA,R,5.20E+07,1998,7.6,2.35,0
874,David Dobkin,215,118,37035845,Comedy,The Change-Up ,136680,28045,149,English,USA,R,5.20E+07,2011,6.4,2.35,13000
875,Milos Forman,140,118,34580635,Biography,Man on the Moon ,100743,209,549,English,UK,R,5.20E+07,1999,7.4,2.35,0
876,Martin Scorsese,133,178,42438300,Biography,Casino ,333542,24183,533,English,USA,R,5.20E+07,1995,8.2,2.35,11000
877,Pierre Morel,203,92,23324666,Action,From Paris with Love ,97775,488,211,English,France,R,5.20E+07,2010,6.5,2.35,0
878,Paul Hunter,127,104,23020488,Action,Bulletproof Monk ,42324,2422,180,English,USA,PG-13,5.20E+07,2003,5.5,2.35,846
879,Bobby Farrelly,155,116,90567722,Comedy,"Me, Myself & Irene ",185878,1711,481,English,USA,R,5.10E+07,2000,6.5,1.85,0
880,Steve Oedekerk,98,90,72601713,Animation,Barnyard ,21396,2055,155,English,Germany,PG,5.10E+07,2006,5.6,1.85,605
881,Chris Weitz,299,130,296623634,Adventure,The Twilight Saga: New Moon ,220758,64040,919,English,USA,PG-13,5.00E+07,2009,4.6,2.35,13000
882,Andrew Adamson,212,90,267652016,Adventure,Shrek ,467113,275,945,English,USA,PG,6.00E+07,2001,7.9,1.85,0
883,George Nolfi,413,106,62453315,Romance,The Adjustment Bureau ,200035,14607,407,English,USA,PG-13,50200000,2011,7.1,1.85,36000
884,Kevin Reynolds,67,155,165500000,Action,Robin Hood: Prince of Thieves ,145257,38518,322,English,USA,PG-13,4.80E+07,1991,6.9,1.85,0
885,Cameron Crowe,109,139,153620822,Comedy,Jerry Maguire ,189923,12182,318,English,USA,R,5.00E+07,1996,7.3,1.85,0
886,Seth MacFarlane,457,112,218628680,Comedy,Ted ,471644,21773,623,English,USA,R,5.00E+07,2012,7,1.85,74000
887,James L. Brooks,156,139,147637474,Comedy,As Good as It Gets ,224671,1474,470,English,USA,PG-13,5.00E+07,1997,7.7,1.85,11000
888,Tom Shadyac,55,115,135014968,Biography,Patch Adams ,80580,74382,375,English,USA,PG-13,5.00E+07,1998,6.7,2.35,0
889,Adam McKay,272,143,2175312,Comedy,Anchorman 2: The Legend Continues ,131227,28176,346,English,USA,PG-13,5.00E+07,2013,6.3,2.35,41000
890,Steven Brill,117,96,126203320,Comedy,Mr. Deeds ,110432,26826,309,English,USA,PG-13,5.00E+07,2002,5.8,1.85,0
891,J.J. Abrams,539,112,126975169,Mystery,Super 8 ,287822,3388,849,English,USA,PG-13,5.00E+07,2011,7.1,2.35,37000
892,Steven Soderbergh,169,131,125548685,Biography,Erin Brockovich ,135246,10003,498,English,USA,R,5.20E+07,2000,7.3,1.85,0
893,Donald Petrie,140,116,105807520,Comedy,How to Lose a Guy in 10 Days ,156717,14087,357,English,USA,PG-13,5.00E+07,2003,6.4,1.85,0
894,Phil Lord,330,112,191616238,Action,22 Jump Street ,258186,19428,322,English,USA,R,5.00E+07,2014,7.1,2.35,24000
895,Neil Jordan,120,123,105264608,Drama,Interview with the Vampire: The Vampire Chronicles ,239752,25697,406,English,USA,R,6.00E+07,1994,7.6,1.85,11000
896,Peyton Reed,190,104,97680195,Comedy,Yes Man ,271691,29505,243,English,USA,PG-13,7.00E+07,2008,6.8,2.35,0
897,Rawson Marshall Thurber,177,107,126088877,Action,Central Intelligence ,33354,14569,110,English,USA,PG-13,5.00E+07,2016,6.6,2.35,10000
898,Chris Columbus,65,124,91030827,Comedy,Stepmom ,46482,9988,252,English,USA,PG-13,5.00E+07,1998,6.7,2.35,0
899,Sean Anders,145,96,150315155,Comedy,Daddy's Home ,54010,10886,130,English,USA,PG-13,5.00E+07,2015,6.1,1.85,13000
900,Rob Marshall,321,125,127997349,Adventure,Into the Woods ,101178,62837,779,English,USA,PG,5.00E+07,2014,6,2.39,90000
901,Spike Lee,230,129,88504640,Crime,Inside Man ,273108,19148,646,English,USA,R,4.50E+07,2006,7.6,2.35,0
902,Brian Helgeland,143,90,81517441,Action,Payback ,111368,3148,394,English,USA,R,5.00E+07,1999,7.1,2.35,0
903,Frank Marshall,55,109,81022333,Action,Congo ,34471,1761,147,English,USA,PG-13,5.00E+07,1995,5,1.85,0
904,Alex Proyas,279,121,79948113,Drama,Knowing ,186879,13421,791,English,USA,PG-13,5.00E+07,2009,6.2,2.35,0
905,Tom Dey,143,95,88658172,Comedy,Failure to Launch ,58412,37967,242,English,USA,PG-13,5.00E+07,2006,5.6,2.35,2000
906,Glenn Ficarra,310,118,84244877,Comedy,"Crazy, Stupid, Love. ",375456,57426,292,English,USA,PG-13,5.00E+07,2011,7.4,2.39,44000
907,Peter Hewitt,116,80,75367693,Animation,Garfield ,58961,13430,232,English,USA,PG,3.50E+07,2004,5,1.85,795
908,Joe Roth,105,99,73701902,Comedy,Christmas with the Kranks ,27548,6729,209,English,USA,PG,6.00E+07,2004,5.2,2.35,0
909,Bennett Miller,419,133,75605492,Biography,Moneyball ,283563,53094,312,English,USA,PG-13,5.00E+07,2011,7.6,1.85,27000
910,Wolfgang Petersen,64,127,67823573,Action,Outbreak ,91176,30383,130,English,USA,R,5.00E+07,1995,6.6,1.85,0
911,Jaume Collet-Serra,359,106,91439400,Action,Non-Stop ,200647,16967,384,English,UK,PG-13,5.00E+07,2014,7,2.35,24000
912,Andy Fickman,166,98,67128202,Action,Race to Witch Mountain ,43328,14007,110,English,USA,PG,6.50E+07,2009,5.7,2.35,0
913,James McTeigue,525,132,70496802,Action,V for Vendetta ,791783,22417,2042,English,USA,R,5.40E+07,2005,8.2,2.35,48000
914,David Dobkin,165,114,60470220,Action,Shanghai Knights ,81444,428,192,English,USA,PG-13,5.00E+07,2003,6.2,2.35,955
915,Matthew O'Callaghan,87,78,58336565,Adventure,Curious George ,12845,11124,118,English,USA,G,5.00E+07,2006,6.6,1.85,624
916,Angela Robinson,117,101,66002004,Adventure,Herbie Fully Loaded ,36431,2177,168,English,USA,G,5.00E+07,2005,4.7,1.85,1000
917,Gary Fleder,113,113,54997476,Crime,Don't Say a Word ,40362,3341,248,English,USA,R,5.00E+07,2001,6.3,2.35,970
918,Tommy Wirkola,349,98,55682070,Action,Hansel & Gretel: Witch Hunters ,159868,11946,304,English,Germany,R,5.00E+07,2013,6.1,2.35,45000
919,Adrian Lyne,152,124,52752475,Drama,Unfaithful ,63067,2583,533,English,USA,R,5.00E+07,2002,6.7,1.85,0
920,D.J. Caruso,288,109,55092830,Action,I Am Number Four ,195043,15608,329,English,USA,PG-13,6.00E+07,2011,6.1,1.85,27000
921,Stephen Gaghan,358,128,50815288,Drama,Syriana ,109188,14747,625,English,USA,R,5.00E+07,2005,7,2.35,0
922,Michael Bay,204,144,52822418,Action,13 Hours ,47764,3580,219,English,USA,R,5.00E+07,2016,7.4,2.35,44000
923,Jorge R. Gutiérrez,156,95,50150619,Adventure,The Book of Life ,45580,19513,102,English,USA,PG,5.00E+07,2014,7.3,2.35,18000
924,Richard Loncraine,171,105,48745150,Crime,Firewall ,50170,101383,306,English,USA,PG-13,5.00E+07,2006,5.8,2.35,773
925,Clint Eastwood,76,121,50007168,Action,Absolute Power ,39529,19139,142,English,USA,R,5.00E+07,1997,6.7,2.35,1000
926,Ridley Scott,97,125,48154732,Action,G.I. Jane ,60326,15569,142,English,USA,R,5.00E+07,1997,5.8,2.35,2000
927,David Fincher,157,129,48265581,Drama,The Game ,261069,1397,506,English,USA,R,5.00E+07,1997,7.8,2.35,25000
928,Christophe Gans,267,132,46982632,Adventure,Silent Hill ,172792,1933,1740,English,Canada,R,5.00E+07,2006,6.6,2.35,0
929,Howard Deutch,118,118,44737059,Comedy,The Replacements ,48322,24024,261,English,USA,PG-13,5.00E+07,2000,6.5,1.85,0
930,Jon Hurwitz,291,113,56724080,Comedy,American Reunion ,172112,8398,181,English,USA,R,5.00E+07,2012,6.7,1.85,39000
931,F. Gary Gray,68,140,44484065,Action,The Negotiator ,107227,20152,279,English,Germany,R,5.00E+07,1998,7.3,2.35,3000
932,Steven Quale,228,89,47553512,Action,Into the Storm ,54101,1367,210,English,USA,PG-13,5.00E+07,2014,5.8,1.85,15000
